adjusted_edge_jaccard,config,div_fn,div_fp,div_jaccard,div_tp,edge_fn,edge_fp,edge_jaccard,edge_tp,edges_fragmented,edges_lost_to_detection,edges_recovered,missed_gt_nodes,safe_divisions_added,spurious_pred_nodes,stem,t_pred,t_true,weight,wrong_association_edges
0.9774175677101697,t55_diverge150,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,14,8199,44b6_341df25f,8413,7436.0,209,0
0.9851842557125876,t55_diverge150,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,4,4929,6bba_062c8d37,5853,6030.0,904,0
0.815443563354791,t55_diverge150,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,6,28846,6bba_07e24132,29179,21485.0,363,0
0.9933112973910747,t55_diverge150,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,7,7112,6bba_085bf656,8305,8463.0,1171,0
0.8944235000160683,t55_diverge150,4,4,0.0,0,90,129,0.8905,1781,73,17,1781,13,36,27809,6bba_09961292,29746,31117.0,2000,0
0.9472002108199954,leaf030,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,18,44171,44b6_12dfb391,44953,58672.0,806,0
0.8076524244369486,leaf030,1,0,0.0,0,25,30,0.8208469055374593,252,17,8,252,5,16,21930,44b6_267148e4,22205,19130.0,307,0
0.8818335956448682,leaf030,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,32,39916,44b6_2a2eff9f,40130,56367.0,231,0
0.9774175677101697,leaf030,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9830849619306781,leaf030,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4923,6bba_062c8d37,5847,6030.0,905,0
0.8083610802056866,leaf030,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,3,28839,6bba_07e24132,29172,21485.0,365,0
0.9950869900249553,leaf030,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.8915374274470588,leaf030,4,0,0.0,0,94,131,0.8876123876123876,1777,77,17,1777,13,24,27804,6bba_09961292,29741,31117.0,2002,0
0.9472002108199954,leaf040,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,18,44171,44b6_12dfb391,44953,58672.0,806,0
0.8076524244369486,leaf040,1,0,0.0,0,25,30,0.8208469055374593,252,17,8,252,5,16,21930,44b6_267148e4,22205,19130.0,307,0
0.8818335956448682,leaf040,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,32,39916,44b6_2a2eff9f,40130,56367.0,231,0
0.9774175677101697,leaf040,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9830849619306781,leaf040,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4923,6bba_062c8d37,5847,6030.0,905,0
0.8083610802056866,leaf040,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,3,28839,6bba_07e24132,29172,21485.0,365,0
0.9950869900249553,leaf040,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7106,6bba_085bf656,8299,8463.0,1170,0
0.8915374274470588,leaf040,4,0,0.0,0,94,131,0.8876123876123876,1777,77,17,1777,13,24,27804,6bba_09961292,29741,31117.0,2002,0
0.9471907457431684,t55_leaf030,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,18,44177,44b6_12dfb391,44959,58672.0,806,0
0.8160227262989211,t55_leaf030,1,0,0.0,0,24,28,0.8295081967213115,253,16,8,253,5,17,21965,44b6_267148e4,22240,19130.0,305,0
0.881854884696973,t55_leaf030,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,32,39902,44b6_2a2eff9f,40116,56367.0,231,0
0.9774175677101697,t55_leaf030,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9852819970941751,t55_leaf030,0,0,1.0,1,10,6,0.9823008849557522,888,4,6,888,6,4,4923,6bba_062c8d37,5847,6030.0,904,0
0.8154789907238762,t55_leaf030,2,0,0.0,0,38,18,0.8457300275482094,307,6,32,307,26,3,28837,6bba_07e24132,29170,21485.0,363,0
0.9933815887976929,t55_leaf030,1,0,0.0,0,7,3,0.9914602903501281,1161,1,6,1161,5,3,7106,6bba_085bf656,8299,8463.0,1171,0
0.8947984531027348,t55_leaf030,4,0,0.0,0,92,126,0.8908362543815723,1779,75,17,1779,13,24,27796,6bba_09961292,29733,31117.0,1997,0
0.9463641290336114,minlen5,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,18,44701,44b6_12dfb391,45483,58672.0,806,0
0.7891848462793914,minlen5,1,0,0.0,0,27,34,0.8038585209003215,250,19,8,250,5,16,22347,44b6_267148e4,22622,19130.0,311,0
0.8807737049793573,minlen5,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,32,40613,44b6_2a2eff9f,40827,56367.0,231,0
0.9759524336539426,minlen5,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8309,44b6_341df25f,8523,7436.0,209,0
0.9819309346453736,minlen5,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4994,6bba_062c8d37,5918,6030.0,905,0
0.8065505274466735,minlen5,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,3,29303,6bba_07e24132,29636,21485.0,365,0
0.9940190734731679,minlen5,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7197,6bba_085bf656,8390,8463.0,1170,0
0.8919925496619908,minlen5,4,0,0.0,0,92,131,0.8886113886113887,1779,77,15,1779,11,24,27994,6bba_09961292,29933,31117.0,2002,0
0.9472002108199954,rescue085,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,18,44171,44b6_12dfb391,44953,58672.0,806,0
0.8048505441239368,rescue085,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,16,21972,44b6_267148e4,22247,19130.0,308,0
0.8818229511188156,rescue085,0,1,0.5,1,12,21,0.8571428571428571,198,12,0,198,0,32,39923,44b6_2a2eff9f,40137,56367.0,231,0
0.9774175677101697,rescue085,0,0,1.0,1,2,0,0.9904306220095693,207,0,2,207,2,11,8199,44b6_341df25f,8413,7436.0,209,0
0.9829874384981172,rescue085,0,0,1.0,1,11,7,0.980110497237569,887,5,6,887,6,4,4929,6bba_062c8d37,5853,6030.0,905,0
0.8083259617254472,rescue085,2,0,0.0,0,39,20,0.8383561643835616,306,7,32,306,26,3,28848,6bba_07e24132,29181,21485.0,365,0
0.9950752546782322,rescue085,1,0,0.0,0,6,2,0.9931623931623932,1162,0,6,1162,5,3,7107,6bba_085bf656,8300,8463.0,1170,0
0.8910581134757357,rescue085,4,0,0.0,0,94,132,0.8871692461308038,1777,77,17,1777,13,24,27816,6bba_09961292,29753,31117.0,2003,0
0.9471797031535368,dcgap018,1,0,0.0,0,27,33,0.9255583126550868,746,19,8,746,6,18,44184,44b6_12dfb391,44966,58672.0,806,0
0.8047906667300291,dcgap018,1,0,0.0,0,25,31,0.8181818181818182,252,17,8,252,5,16,21986,44b6_267148e4,22261,19130.0,308,0
0.8779523418874946,dcgap018,0,1,0.5,1,12,22,0.853448275862069,198,12,0,198,0,31,39969,44b6_2a2eff9f,40183,56367.0,232,0
